ΤΚ,Περιοχή,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,cluster_post_kmeans,cluster_post_hierarchical,cluster_post_dtw,cluster_post_feature
10434,ΑΓΓΕΛΟΠΟΥΛΟΥ,1.3235862630710624,1.1143460625131512,1.4373543848370494,0.4666661412313495,0.4260821913616115,0.13401081443021864,-0.2136140020769631,0.28936085204634676,0.1918928412936154,-1.7148874919304666,0.3881594841062826,0.46999269449936076,-1.6164215151973318,0.08477782606365127,0.22282978668612058,0.340922427700522,0.4427149577016681,-1.0568952555178297,-1.8549353845137426,-1.9697014722601327,-1.9886628258877972,0.5937404760693814,0.5455054536832175,0.6359877025731251,0.5418462450884051,0.26175045992185286,0.503590882506275,0,0,0,0
10434,ΠΛΑΤΕΙΑ ΒΙΚΤΩΡΙΑΣ,0.5291362868940372,0.20923299966410486,0.4679202257574453,0.5370351334923072,0.6467213896637375,0.3483604113381776,-0.6695136843934255,0.8490395741239697,0.7765138008125821,-1.816641633551264,0.7553305303899491,0.811161014300448,-1.7631448997720722,0.3343579105503354,0.5063373433035764,0.6558768709480958,0.7479702415142885,-0.9465118730554827,-1.6662045097023956,-2.0893313604324466,-2.0862795333376605,0.5876595594175827,0.4964637850557389,0.6059705219862994,0.5022084007635715,0.2007955953432256,0.4695358989252732,0,0,0,0
10434,ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ,0.3848654022297299,0.11278585125439591,0.3724274798994289,0.3869383892847801,0.5107993658240274,0.4045587792527065,0.3501428690576397,0.47504033912441207,0.3978215713237935,-1.85862483809831,0.45171923475509773,0.5408576781222547,-1.8218293178711695,0.36361728491546574,0.5429306651773049,0.6087480041751476,0.7217257986753816,-1.1118312515164883,-1.8648437992634606,-1.9907777628577579,-2.1016825703029416,0.8362583334669031,0.6875215122670538,0.7771782023979734,0.7072148892900304,0.4211426756931078,0.695295213723492,0,0,0,0
10434,ΟΤΕ,1.410581603221851,-0.1385319254475287,0.12335259659113433,0.24023890868748676,1.7360877888066297,-0.1311340575933292,-2.0205495075558866,-0.22878591326876285,0.3985532807673565,-0.4181713303362706,0.28166696867100405,0.3778392507755978,-1.9140202104554136,0.5568676528472263,0.775844541331532,0.7137024513562561,0.4754911064510315,-1.0543879657974293,-2.3534535609948652,-1.2506780595288567,-0.147902558062848,0.9548729434031604,0.7980381448941306,0.9415567812656013,0.2787078215293243,-0.3663862553568739,-0.039400496201255124,0,0,0,0
10434,ΠΕΔΙΟΝ ΑΡΕΩΣ,0.2705649369769137,0.01725665695774409,0.25350272122432715,0.31387671542578727,0.41493753180649223,0.3073143247517155,-0.53004672525984,0.9464911764063041,0.8611800976433713,-1.7913382128164306,0.5081234793783111,0.597371992545687,-1.8175877755127177,0.32831397490874514,0.5081234793783111,0.8467428381604135,0.9898029548551777,-0.44604812463172155,-1.8294000787260467,-2.0197094082741276,-2.171956871912592,0.6459336835338179,0.5619350829056995,0.6774331587693623,0.5868721674671721,0.3453761906613317,0.6249340333767883,0,0,0,0
10434,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,0.2928536646250972,0.030058294023103733,0.2877008142211366,0.16918525493004147,0.23617231018153,0.15887955412212015,0.4628977279557989,0.4886619799756022,0.40621637351223167,-1.9177191586740245,0.7205402481538318,0.8184444058290842,-1.9331777098859064,0.7256930985577924,0.9318071147162187,0.48350912957164155,0.5298847832072875,0.4422863263399563,-1.8301207018066934,-2.0285054423591786,-2.226890182911664,0.7978330042132415,0.7359987993657137,0.8339029570409662,0.24647801098945132,-0.047234462036306116,0.18464380614192344,0,0,0,0
10435,ΚΕΝΤΡΟ,0.5990689166467466,0.418468775946983,0.6358578341966984,0.515457740396856,-0.2827502888687655,-0.3273429162020404,-0.28497992023542923,-0.2883243672854249,-0.3295725475687042,-1.4399289681672502,2.2857850455278714,2.4173332961610323,-0.5614542097017339,1.1274915505460545,1.3348472676457832,0.6068726264300697,-0.07427975608570513,-0.1266760932023032,-1.3596622389673554,-1.5859698226837258,-1.592658716783717,-0.15900574801892753,-0.2403872929021543,-0.19467984988554748,-0.28943918296875676,-0.463350429568529,-0.3407207044020229,0,1,1,1
10435,ΜΕΤΑΞΟΥΡΓΕΙΟ,0.65722106212854,0.17531805009864196,0.4683475757760634,0.4255536598974301,0.5427654701683987,0.42265237746498036,0.4799527055058623,0.513897709965524,0.4183004538163058,-1.8235204817375907,0.35838897158621913,0.45355103537056984,-1.5257038400466274,0.1626974715174857,0.35418211205916705,0.46588148570848115,0.6073190042904049,0.5015672596276127,-1.7614330376831668,-2.44845671768726,-2.4686206305927856,0.7422286373993168,0.6020966959119954,0.7056724787504502,0.5289843786142625,0.0836375252332309,0.35751858685648424,0,0,0,0
10436,ΚΕΝΤΡΟ,0.09748997213621702,-0.0943634715720819,0.21260203836119637,0.43515203306282313,0.6116572012744581,0.4965451350494788,0.6883985787577777,0.7267692674994375,0.5963089257777943,-2.5424134132899763,1.2102399456443507,1.348374425114326,-1.7519772252117847,-0.04831864508209016,0.08981583438788505,0.4965451350494788,0.7421175429961014,0.634679614519454,-2.5424134132899763,-1.5959364243290348,-0.6494594353680937,0.29701755359284787,0.20492790061286442,0.32003996683784375,0.15120893637454072,-0.21714967554539322,0.0821416966395531,0,0,0,0
10436,ΜΕΤΑΞΟΥΡΓΕΙΟ,0.3307447816038711,-0.12144235010816905,0.15706737115391797,0.3876593384067274,0.746749119472171,0.5662263155923211,0.7348185766372081,0.7344274112983569,0.6149264002793012,-1.6667410212400158,0.5654439849146187,0.6739923664458394,-1.4005530081517428,0.2204361560478198,0.40604410933273594,0.5165483175582128,0.6947241294049553,0.7082193335953233,-1.781743630862282,-2.5392353095477196,-2.4334250853884574,0.46823939821008403,0.38198744099338433,0.5104852548060186,0.37044806349727255,-0.10794714591780107,0.26189968196605184,0,0,0,0
10437,ΚΕΝΤΡΟ,0.7133053349693879,0.07826448032867436,0.5619870063245304,0.02121002854454776,0.6962953120772258,-0.08900074477758499,0.5949439256780942,0.5963614275857744,0.5272582095863663,-1.4253506682430597,0.27636037192697727,0.4390187158332761,-1.9753414084229632,-0.016708147485896628,0.3933042793105908,0.8075692118301188,0.2012327708199286,0.12894017352824022,-1.8066586814090237,-2.3747225709118496,-2.1433153844830626,0.5619870063245304,0.8543467747835641,1.1169390031813147,0.2841566324192182,0.11972641112831917,0.8578905295527646,0,0,0,0
10437,ΠΛΑΤΕΙΑ ΒΑΘΗΣ,-1.4556252532815765,-2.208018556666447,-0.9323188661512036,0.13001555922504687,0.9587711680280837,-0.9098593645576254,1.169890483007719,2.0705164969102063,1.0104280216933137,0.09857225699403735,-0.3506177748775273,0.39503767802927003,-0.6448372457534022,-1.156913882086986,-0.5145721365106485,0.1726886122528455,0.11878580842825776,-0.20013911420055316,0.7678654044826687,0.6847652485864293,-1.293916841807813,1.324861044003409,0.8846548127692755,0.8038006070323939,-0.13051465926046063,-1.1232246296966186,0.3299051234078932,1,1,1,1
10437,ΜΕΤΑΞΟΥΡΓΕΙΟ,-0.15741472046742633,-0.6400529748051427,0.6838725914629031,-0.04547562468476282,1.7040087703094429,-0.060696804847844545,2.0664631229428263,0.14256937191330932,0.10927304030656805,-0.24652204600546726,-0.34133731410466384,-0.19800453423564426,-0.6987179400170201,-0.31596868049952764,0.00494453460544539,1.78074888696498,0.5110487750279128,0.3080997061868231,0.14859442239452916,-2.4364693419688503,-2.468497241895335,0.003993210845252782,-0.13743692150338158,1.0859654341043121,-0.12411838886068506,-0.5100387275788196,-0.16883060558973764,0,0,1,1
10437,ΑΓ. ΠΑΥΛΟΣ,-0.12931718889473007,-0.7198022940684617,0.03328015890673228,0.7264583258498086,0.8205936324717079,0.29857056847753927,1.4795407788250028,1.4795407788250028,1.068768531747624,-0.9936504587867142,0.6836695501125817,0.8548246530614895,-1.626924339697673,-0.009508616830494658,0.46116791627900167,0.8034781221768171,0.9147289390936072,0.735016080997254,-0.9166306624597057,-1.8494259735312528,-2.4655843441473206,0.38414811995199316,-0.21489474036918396,-0.2491257609589655,-0.5058584153823271,-0.8224953558378064,-0.2405680058115201,0,0,0,1
10437,ΠΛΑΤΕΙΑ ΚΑΡΑΙΣΚΑΚΗ,1.2990467558676402,0.9913777873726728,1.2990467558676402,0.37603985038273796,0.37603985038273796,0.37603985038273796,-1.162304992092099,-1.162304992092099,0.06837088188777056,0.37603985038273796,0.37603985038273796,0.37603985038273796,0.37603985038273796,-0.23929808660719684,0.06837088188777056,0.9913777873726728,1.2990467558676402,0.9913777873726728,-2.085311897577001,-2.085311897577001,-2.085311897577001,0.37603985038273796,0.37603985038273796,0.06837088188777056,-0.5469670551021643,-0.5469670551021643,-0.5469670551021643,0,1,0,1
10438,ΚΕΝΤΡΟ,-1.2560727508387688,-1.2047656944504985,-0.2299316230733601,0.11639100754746537,0.3087924690034795,-0.42233308452937424,1.5914688787102405,1.5914688787102405,1.2707997762835503,0.0009501306738568869,-0.17862456668508966,-1.3586868636153098,-1.512608032780121,-1.6665292019449325,-1.050844525285687,0.33444599719761475,0.5011939304594937,0.7449024483037783,1.283626540380618,1.283626540380618,0.0009501306738568869,0.9757842020509953,0.7833827405949811,0.3857530535858852,-0.6916951305677941,-1.1278051098680928,-0.47364014091764467,1,1,1,1
